date,signal,value,unit,context,source,capture_id,category
2026-02-22,poker,0,bool,played,migration_import,import-signal-107,
2026-02-22,gym,0,bool,,migration_import,import-signal-108,
2026-02-22,sleep,0,bool,bad sleep → bad day cascade,migration_import,import-signal-109,
2026-02-22,ate_clean,0,bool,,migration_import,import-signal-110,
2026-02-22,relapse,lol weed poker porn,,full red day - everything,migration_import,import-signal-111,
2026-02-22,trigger,bad_sleep,,no sleep → no gym → poker → full relapse,migration_import,import-signal-112,
2026-02-23,weed,0,bool,,migration_import,import-signal-113,
2026-02-23,lol,0,bool,,migration_import,import-signal-114,
2026-02-23,poker,0,bool,,migration_import,import-signal-115,
2026-02-23,gym,0,bool,,migration_import,import-signal-116,
2026-02-23,sleep,0,bool,,migration_import,import-signal-117,
2026-02-23,ate_clean,0,bool,,migration_import,import-signal-118,
2026-02-24,weed,0,bool,,migration_import,import-signal-119,
2026-02-24,lol,0,bool,,migration_import,import-signal-120,
2026-02-24,poker,0,bool,,migration_import,import-signal-121,
2026-02-24,gym,0,bool,,migration_import,import-signal-122,
2026-02-24,sleep,0,bool,,migration_import,import-signal-123,
2026-02-24,ate_clean,0,bool,,migration_import,import-signal-124,
2026-02-25,weed,1,bool,clean - day 1,migration_import,import-signal-125,
2026-02-25,lol,0,bool,,migration_import,import-signal-126,
2026-02-25,poker,0,bool,,migration_import,import-signal-127,
2026-02-25,gym,0,bool,,migration_import,import-signal-128,
2026-02-25,sleep,1,bool,10pm-8am slept great,migration_import,import-signal-129,
2026-02-25,ate_clean,0,bool,,migration_import,import-signal-130,
2026-02-25,weight,245,lb,gained back - refocusing,migration_import,import-signal-131,
2026-02-25,deep_work,1,bool,worked on tracker app + AI interest,migration_import,import-signal-132,
2026-02-26,deep_work,1,bool,60min - tracker app + gym rotation. Insight: need to set intention before deep work or get lost in low-value tasks,migration_import,import-signal-133,
2026-02-26,gym,1,bool,Day A,migration_import,import-signal-134,
2026-02-26,weed,1,bool,clean - day 2,claude-cli,signal-135,
2026-02-26,meditate,0,bool,noting meditation helped last time - should restart,claude-cli,signal-136,
2026-02-26,ate_clean,1,bool,ate clean,claude-cli,signal-137,
2026-02-26,lol,0,bool,relapsed,claude-cli,signal-138,
2026-02-26,poker,1,bool,clean,claude-cli,signal-139,
2026-02-26,sleep,1,bool,bed 9pm woke 730am - slept great,chat,,habits
2026-02-27,meditate,1,bool,15min warm water + backyard reading Perfume of Silence + EdVita meditation,chat,,habits
2026-02-27,deep_work,1,bool,DVN + Rigby AG Grid + tracker repo - felt surface level due to context switching between projects - flat motivation from dopamine withdrawal but pulling through,chat,,coding
2026-02-27,gym,1,bool,squat/bench/barbell_row,voice,voice-40,
2026-02-27,sleep,0,bool,did not sleep on time,chat,,habits
2026-02-27,weed,1,bool,clean,chat,,addiction
2026-02-27,ate_clean,0,bool,,chat,,habits
2026-02-27,lol,1,bool,clean,chat,,addiction
2026-02-27,poker,0,bool,relapsed,chat,,addiction
2026-02-28,deep_work,1,bool,not feeling great but setting the day right — get next tracker iteration done and start with progress. maybe gym too.,chat,,coding
2026-02-28,gym,0,bool,,chat,,habits
2026-02-28,meditate,0,bool,,chat,,habits
2026-02-28,weed,1,bool,clean,chat,,addiction
2026-02-28,ate_clean,0,bool,,chat,,habits
2026-02-28,lol,1,bool,clean,chat,,addiction
2026-02-28,poker,0,bool,relapsed,chat,,addiction
2026-02-28,sleep,0,bool,stayed up late - landman + porn. need night routine especially weekends,chat,,habits
2026-03-01,ate_clean,0,bool,mezza grille leftovers from saturday,chat,,habits
2026-03-01,gym,1,bool,Day C,voice,voice-48,C
2026-03-01,deep_work,1,bool,,chat,,habits
2026-03-01,lol,0,bool,4hrs league 9:30pm-1am - heavy session - hard to moderate,chat,,habits
2026-03-01,sleep,0,bool,stayed up til 1am playing league,chat,,habits
2026-03-01,weed,1,bool,,chat,,habits
2026-03-01,poker,1,bool,,chat,,habits
2026-03-02,sleep_time,2:00,time,bed at 2am woke 7:30am - 5.5hrs,chat,,sleep
2026-03-02,wake_time,7:30,time,,chat,,sleep
2026-03-02,weed,1,bool,clean day 6 - using discipline from not smoking as anchor,voice,voice-61,addiction
2026-03-02,ate_clean,0,bool,Chick-fil-A breakfast bowl - knows its not healthy but cant resist impulse,voice,voice-61,habits
2026-03-02,gym,0,bool,slept late - bad decisions,chat,,habits
2026-03-02,meditate,0,bool,,chat,,habits
2026-03-02,lol,0,bool,played league,chat,,addiction
2026-03-02,deep_work,1,bool,,chat,,habits
2026-03-02,poker,1,bool,,chat,,addiction
2026-03-03,gym,1,bool,Day D - 6am morning session,voice,voice-66,habits
2026-01-05,clarity,0,bool,,backfill,,addiction
2026-01-06,clarity,0,bool,,backfill,,addiction
2026-01-07,clarity,0,bool,,backfill,,addiction
2026-01-08,clarity,0,bool,,backfill,,addiction
2026-01-09,clarity,0,bool,,backfill,,addiction
2026-01-10,clarity,0,bool,,backfill,,addiction
2026-01-11,clarity,0,bool,,backfill,,addiction
2026-01-12,clarity,0,bool,,backfill,,addiction
2026-01-13,clarity,0,bool,,backfill,,addiction
2026-01-14,clarity,0,bool,,backfill,,addiction
2026-01-15,clarity,0,bool,,backfill,,addiction
2026-01-16,clarity,0,bool,,backfill,,addiction
2026-01-17,clarity,0,bool,,backfill,,addiction
2026-01-18,clarity,0,bool,,backfill,,addiction
2026-01-19,clarity,0,bool,,backfill,,addiction
2026-01-20,clarity,0,bool,,backfill,,addiction
2026-01-21,clarity,0,bool,,backfill,,addiction
2026-01-22,clarity,0,bool,,backfill,,addiction
2026-01-23,clarity,0,bool,,backfill,,addiction
2026-01-24,clarity,0,bool,,backfill,,addiction
2026-01-25,clarity,0,bool,,backfill,,addiction
2026-01-26,clarity,0,bool,,backfill,,addiction
2026-01-27,clarity,0,bool,,backfill,,addiction
2026-01-28,clarity,0,bool,,backfill,,addiction
2026-01-29,clarity,0,bool,,backfill,,addiction
2026-01-30,clarity,0,bool,,backfill,,addiction
2026-01-31,clarity,0,bool,,backfill,,addiction
2026-02-01,clarity,0,bool,,backfill,,addiction
2026-02-02,clarity,0,bool,,backfill,,addiction
2026-02-03,clarity,0,bool,,backfill,,addiction
2026-02-04,clarity,0,bool,,backfill,,addiction
2026-02-05,clarity,0,bool,,backfill,,addiction
2026-02-06,clarity,0,bool,,backfill,,addiction
2026-02-07,clarity,0,bool,,backfill,,addiction
2026-02-08,clarity,0,bool,,backfill,,addiction
2026-02-09,clarity,0,bool,,backfill,,addiction
2026-02-10,clarity,0,bool,,backfill,,addiction
2026-02-11,clarity,0,bool,,backfill,,addiction
2026-02-12,clarity,0,bool,,backfill,,addiction
2026-02-13,clarity,0,bool,,backfill,,addiction
2026-02-14,clarity,0,bool,,backfill,,addiction
2026-02-15,clarity,0,bool,,backfill,,addiction
2026-02-16,clarity,0,bool,,backfill,,addiction
2026-02-17,clarity,0,bool,,backfill,,addiction
2026-02-18,clarity,0,bool,,backfill,,addiction
2026-02-19,clarity,0,bool,,backfill,,addiction
2026-02-20,clarity,0,bool,,backfill,,addiction
2026-02-21,clarity,0,bool,,backfill,,addiction
2026-02-22,clarity,0,bool,,backfill,,addiction
2026-02-23,clarity,0,bool,,backfill,,addiction
2026-02-24,clarity,0,bool,,backfill,,addiction
2026-02-25,clarity,0,bool,,backfill,,addiction
2026-02-26,clarity,0,bool,,backfill,,addiction
2026-02-27,clarity,0,bool,,backfill,,addiction
2026-02-28,clarity,0,bool,,backfill,,addiction
2026-03-01,clarity,0,bool,,backfill,,addiction
2026-03-02,clarity,1,bool,,chat,,addiction
2026-03-02,sleep,1,bool,bed by 10pm,chat,,habits
2026-03-03,note,1,,relationship clarity check-in: enjoy_time=unsure | be_myself=yes | attracted=yes | respect_mutual=yes | same_life_goals=yes | staying_from_love_or_fear=unknown | choose_without_pressure=scared/unsure | fear_of_not_finding_better=yes,manual,,relationship
2026-03-03,note,1,,relationship update: loves her but last 3 visits wanted to break up - feels like convincing self to love her - on paper perfect except temper - idealizes strangers as alternative partners - pattern of grass-is-greener thinking - cannot distinguish ROCD from genuine doubt without professional help - engagement paused,manual,,relationship
2026-03-03,deep_work,1,bool,,chat,,habits
2026-03-03,meditate,1,bool,,chat,,habits
2026-03-03,ate_clean,1,bool,,chat,,habits
2026-03-03,lol,1,bool,,chat,,addiction
2026-03-03,poker,1,bool,,chat,,addiction
2026-03-03,clarity,1,bool,,chat,,addiction
2026-03-03,weed,1,bool,,chat,,addiction
2026-03-04,sleep,1,bool,went to bed on time but poor sleep quality - likely weed withdrawal + late nap impact,manual,,habits
2026-03-04,gym,0,bool,skipped 5:30am session due to poor sleep - planning afternoon session,manual,,habits
2026-03-05,gym,0,bool,felt sore - skipped planned 11am session,voice,voice-74,habits
2026-03-05,ate_clean,1,bool,eaten clean,voice,voice-74,habits
2026-03-05,weed,1,bool,clean - in withdrawal,voice,voice-74,addiction
2026-03-05,lol,1,bool,clean,voice,voice-74,addiction
2026-03-05,poker,0,bool,played at 3pm - won a few hundred,voice,voice-74,addiction
2026-03-05,meditate,0,bool,,voice,voice-74,habits
2026-03-04,deep_work,1,bool,intention: understand and improve AI usage — 4-layer context engineering maturity model (prompt craft → context eng → intent eng → specification eng),cli,,productivity
2026-03-04,weed,1,bool,clean,chat,,addiction
2026-03-04,ate_clean,1,bool,,chat,,habits
2026-03-04,meditate,0,bool,,chat,,habits
2026-03-04,lol,1,bool,clean,chat,,addiction
2026-03-04,poker,0,bool,played,chat,,addiction
2026-03-04,clarity,1,bool,,chat,,addiction
2026-03-05,gym,1,bool,Day E - went after earlier skip,voice,voice-81,habits
2026-03-05,clarity,1,bool,,chat,,addiction
2026-03-05,lol,0,bool,relapsed - played League,chat,,addiction
2026-03-05,poker,1,bool,no poker,chat,,addiction
2026-03-05,deep_work,1,bool,,chat,,habits
2026-03-05,sleep,0,bool,poor sleep because of League,chat,,habits
2026-03-05,meditate,1,bool,,chat,,habits
2026-03-06,sleep,0,bool,went to bed late but sleep quality was good,chat,,habits
2026-03-06,weed,1,bool,clean,chat,,addiction
2026-03-06,feeling,uncertain,,,chat,,mental
2026-03-06,intention,health,context: strong habit day — cardio (Day F) + clean car + haircut before poker. check-in ritual bringing backward clarity but needs forward vision alignment,chat,,health,
2026-03-06,checkin_daily,1,bool,,chat,,system
2026-03-06,deep_work,1,bool,,chat,,habits
2026-03-06,meditate,1,bool,,chat,,habits
2026-03-06,intention,personal_growth,remember my blessings — enjoy recovery and freedom and get wins,chat,,personal_growth,
2026-03-06,gym,1,bool,Day F - 30min walk with Cooper,chat,,habits
2026-03-06,lol,1,bool,clean so far,chat,,addiction
2026-03-06,ate_clean,1,bool,hasnt eaten yet - fasting clean,chat,,habits
2026-03-06,deep_work,1,bool,90min — intention: work through vision in app,deepwork,deepwork-1772828521,productivity
2026-03-06,poker,0,bool,played till 12am - had beers during poker - won big - celebration mindset triggered full relapse,chat,,addiction
2026-03-06,clarity,0,bool,broke clarity after poker/beers/weed,chat,,addiction
2026-03-06,weed,0,bool,relapsed - beers at poker lowered guard then winning amplified it,chat,,addiction
2026-03-06,lol,0,bool,relapsed - played league after poker cascade,chat,,addiction
2026-03-06,trigger,alcohol_poker,,beers during poker lowered inhibitions → won big → celebration mindset → full relapse (weed/lol/clarity),chat,,addiction
2026-03-07,sleep,0,bool,late night from poker relapse - woke 9am,chat,,habits
2026-03-07,feeling,determined,,,chat,,mental
2026-03-07,weed,0,bool,relapsed,chat,,addiction
2026-03-07,lol,0,bool,relapsed,chat,,addiction
2026-03-07,clarity,0,bool,relapsed,chat,,addiction
2026-03-07,poker,1,bool,clean,chat,,addiction
2026-03-07,meditate,0,bool,,chat,,habits
2026-03-07,ate_clean,0,bool,,chat,,habits
2026-03-07,gym,1,bool,Day G,chat,,habits
2026-03-07,deep_work,1,bool,,chat,,habits
2026-03-08,gym,0,bool,skipped — recovery day,chat,,habits
2026-03-08,feeling,low,,,chat,,mental
2026-03-08,mind,sleep_deprivation,,thought: everyone doing cool things and im a loser | action: none yet | circumstance: day after relapse + poor sleep + dopamine crash → comparison spiral,chat,,mental
2026-03-08,sleep,0,bool,watched breaking bad - went to bed late,chat,,habits
2026-03-08,weed,1,bool,clean,chat,,addiction
2026-03-08,ate_clean,0,bool,,chat,,habits
2026-03-08,deep_work,0,bool,,chat,,habits
2026-03-08,meditate,0,bool,,chat,,habits
2026-03-08,lol,0,bool,relapsed - played,chat,,addiction
2026-03-08,poker,0,bool,relapsed - played,chat,,addiction
2026-03-08,clarity,0,bool,relapsed,chat,,addiction
2026-03-09,social_contact,0,bool,no meaningful social contact this week,chat,,relationships
2026-03-09,weekly_experiment,personal_growth,context: Poker Friday — zero alcohol and home by midnight and in bed immediately. Secondary: introduce time blocks for research/consumption — outside those blocks and free time no mindless browsing,chat,,personal_growth,
2026-03-09,weekly_goal,health,context: green cornerstone habits every day,chat,,health,
2026-03-09,weekly_goal,personal_growth,context: poker Friday — no beers and home to sleep,chat,,personal_growth,
2026-03-09,weekly_goal,personal_growth,context: strategic consumption only — no mindless YouTube/X,chat,,personal_growth,
2026-03-09,weekly_goal,career,context: lock down vision/goals system in app — daily/weekly/monthly/yearly view,chat,,career,
2026-03-09,weekly_intention,personal_growth,context: consume less and act more,chat,,personal_growth,
2026-03-09,gym,1,bool,Day A logged from workout data,chat,,health
2026-03-09,deep_work,1,bool,,chat,,career
2026-03-09,poker,1,bool,green so far,chat,,personal_growth
2026-03-09,weed,1,bool,green,chat,,personal_growth
2026-03-09,ate_clean,1,bool,ate healthy,chat,,health
2026-03-09,lol,0,bool,relapsed,chat,,personal_growth
2026-03-09,meditate,0,bool,missed,chat,,personal_growth
2026-03-09,sleep,1,bool,green,chat,,health
2026-03-09,clarity,0,bool,red,chat,,personal_growth
2026-03-10,intention,personal_growth,,when drained recharge with vision-aligned actions — not dopamine defaults,chat,,personal_growth
2026-03-10,checkin_daily,1,bool,,chat,,system
2026-03-10,gym,1,bool,Day B,chat,,health
2026-03-10,sleep,1,bool,,chat,,habits
2026-03-10,weed,1,bool,clean,chat,,addiction
2026-03-10,lol,1,bool,clean,chat,,addiction
2026-03-10,poker,1,bool,clean,chat,,addiction
2026-03-10,clarity,1,bool,clean but struggling — compulsive urge to touch/watch,chat,,addiction
2026-03-10,deep_work,1,bool,,chat,,habits
2026-03-10,meditate,1,bool,620-630am; thoughts like birds chirping - no difference between internal and external state outside of labels,chat,,habits
2026-03-10,ate_clean,1,bool,clean so far,chat,,habits
2026-03-11,gym,0,bool,,chat,,habits
2026-03-11,deep_work,1,bool,,chat,,habits
2026-03-11,meditate,1,bool,,chat,,habits
2026-03-11,ate_clean,0,bool,,chat,,habits
2026-03-11,weed,1,bool,clean,chat,,addiction
2026-03-11,lol,0,bool,relapsed,chat,,addiction
2026-03-11,poker,1,bool,clean,chat,,addiction
2026-03-11,clarity,1,bool,clean,chat,,addiction
2026-03-12,sleep,0,bool,bed too late Wed night but got 7.5h,chat,,habits
2026-03-11,sleep,1,bool,,chat,,habits
2026-03-12,intention,survive,mental,,,chat,
2026-03-12,weed,1,addiction,,,chat,
2026-03-12,lol,1,addiction,,,chat,
2026-03-12,clarity,1,addiction,,,chat,
2026-03-12,gym,0,health,,,chat,
2026-03-12,deep_work,1,career,,,chat,
2026-03-12,meditate,0,health,,,chat,
2026-03-12,ate_clean,0,health,,,chat,
2026-03-12,feeling,restless,mental,craving dopamine hit — work drain and AI automation spiral driving need to escape. Going to poker despite knowing the risk,,chat,
2026-03-12,mind,work_depletion,addiction,thought: need to not be isolated / do something enjoyable | action: going to poker | circumstance: spiralling on AI automation at work — willpower depleted,,chat,
2026-03-13,sleep,1,,health,chat,,
2026-03-13,intention,career,be intentional about the work you spend time on,career,chat,,
2026-03-12,poker,0,,addiction,chat,,
2026-03-12,meditate,1,,health,chat,,
2026-03-13,feeling,uncertain,Head says relationship is great but gut has unresolved doubts — LDR distance + withdrawal fog making it hard to trust own signal,chat,,relationships,
2026-03-13,mind,attraction_pull,thought: so many options out there why am I stuck | action: none yet — wants to track patterns | circumstance: post-poker depleted + 6mo LDR + weed/clarity withdrawal,chat,,relationships,
2026-03-14,gym,1,bool,Day C,ui,,C
2026-03-13,weed,0,,personal_growth,chat,,addiction
2026-03-13,lol,0,,personal_growth,chat,,addiction
2026-03-13,poker,0,,personal_growth,chat,,addiction
2026-03-13,clarity,0,,personal_growth,chat,,addiction
2026-03-13,gym,0,,health,chat,,health
2026-03-13,meditate,0,,health,chat,,health
2026-03-13,deep_work,0,,career,chat,,career
2026-03-13,ate_clean,0,,health,chat,,health
2026-03-14,sleep,0,,health,chat,,health
2026-03-14,weed,0,,personal_growth,chat,,addiction
2026-03-14,lol,0,,personal_growth,chat,,addiction
2026-03-14,poker,0,,personal_growth,chat,,addiction
2026-03-14,clarity,0,,personal_growth,chat,,addiction
2026-03-14,meditate,0,,health,chat,,health
2026-03-14,deep_work,0,,career,chat,,career
2026-03-14,ate_clean,0,,health,chat,,health
2026-03-15,sleep,0,,health,chat,,health
2026-03-15,weed,0,,personal_growth,chat,,addiction
2026-03-15,lol,0,,personal_growth,chat,,addiction
2026-03-15,poker,0,,personal_growth,chat,,addiction
2026-03-15,clarity,0,,personal_growth,chat,,addiction
2026-03-15,gym,0,,health,chat,,health
2026-03-15,meditate,0,,health,chat,,health
2026-03-15,deep_work,0,,career,chat,,career
2026-03-15,ate_clean,0,,health,chat,,health
2026-03-16,sleep,0,,health,chat,,health
2026-03-16,lol,0,,personal_growth,chat,,addiction
2026-03-16,poker,1,,personal_growth,chat,,addiction
2026-03-16,clarity,0,,personal_growth,chat,,addiction
2026-03-16,gym,0,,health,chat,,health
2026-03-16,meditate,0,,health,chat,,health
2026-03-16,deep_work,0,,career,chat,,career
2026-03-16,ate_clean,0,,health,chat,,health
2026-03-17,sleep,0,,health,chat,,health
2026-03-17,lol,1,,personal_growth,chat,,addiction
2026-03-17,poker,1,,personal_growth,chat,,addiction
2026-03-17,clarity,1,,personal_growth,chat,,addiction
2026-03-17,gym,0,,health,chat,,health
2026-03-17,meditate,0,,health,chat,,health
2026-03-17,deep_work,0,,career,chat,,career
2026-03-17,ate_clean,0,,health,chat,,health
2026-03-17,intention,health,recover,health,chat,,
2026-03-18,sleep,1,,slept on time,chat,,
2026-03-18,intention,personal_growth,slow and steady,chat,,,
2026-03-16,weed,1,,personal_growth,chat,,addiction
2026-03-17,weed,1,,personal_growth,chat,,addiction
2026-03-18,feeling,overwhelmed,,,chat,,
2026-03-18,mind,comparison_spiral,thought: my life sucks theirs is good | trigger: lifestyle YouTube (attractive creator + travel + NYC) | pattern: depletion state → dopamine seeking (stimulating content) → comparison amplified by withdrawal → craving spike → stuck feeling. withdrawal makes gap feel massive. same content lands differently when not depleted. levers: reduce stimulating input in deficit state + close isolation gap with actual contact,,,chat,mental
2026-03-19,sleep,1,bool,,chat,,health
2026-03-19,weed,1,bool,,chat,,addiction
2026-03-19,lol,1,bool,,chat,,addiction
2026-03-19,deep_work,1,bool,,chat,,career
2026-03-19,ate_clean,1,bool,,chat,,health
2026-03-19,poker,0,bool,,chat,,addiction
2026-03-19,clarity,0,bool,,chat,,addiction
2026-03-19,gym,0,bool,,chat,,health
2026-03-20,sleep,1,bool,,chat,,health
2026-03-20,vision_reviewed,1,,morning,app,,personal_growth
2026-03-20,intention,health,,move embrace enjoy,chat,,health
2026-03-21,sleep,0,,,,,
2026-03-21,gym,0,,,,,
2026-03-21,weed,1,,,,,
2026-03-21,ate_clean,0,,,,,
2026-03-21,deep_work,0,,,,,
2026-03-21,meditate,0,,,,,
2026-03-21,lol,0,,,,,
2026-03-21,poker,1,,,,,
2026-03-21,clarity,0,,,,,
2026-03-20,clarity,0,,,,,
2026-03-18,clarity,0,,,,,
2026-03-20,poker,0,,,,,
2026-03-20,lol,0,,,,,
2026-03-20,meditate,0,,,,,
2026-03-20,deep_work,0,,,,,
2026-03-20,ate_clean,0,,,,,
2026-03-20,weed,1,,,,,
2026-03-20,gym,1,,,,,
2026-03-18,weed,1,,,,,
2026-03-18,gym,0,,,,,
2026-03-18,ate_clean,0,,,,,
2026-03-18,deep_work,1,,,,,
2026-03-18,meditate,1,,,,,
2026-03-18,lol,1,,,,,
2026-03-18,poker,1,,,,,
2026-03-23,sleep,1,bool,,chat,,health
2026-03-23,intention,personal_growth,bool,momentum,chat,,personal_growth
2026-03-22,weed,1,bool,,chat,,addiction
2026-03-22,lol,0,bool,,chat,,addiction
2026-03-22,poker,1,bool,,chat,,addiction
2026-03-22,clarity,1,bool,,chat,,addiction
2026-03-22,gym,0,bool,,chat,,health
2026-03-22,deep_work,1,bool,,chat,,career
2026-03-22,meditate,1,bool,,chat,,personal_growth
2026-03-22,ate_clean,0,bool,,chat,,health
2026-03-22,sleep,0,bool,,chat,,health
2026-03-23,feeling,drained,,long work day + gym - been in same room 4 hours,chat,,health
